k,ruta,t_offset,media
5,SWS,-5,0.19389961140962383
5,SWS,-4,0.1967815206132152
5,SWS,-3,0.2001402925063924
5,SWS,-2,0.20467463062262872
5,SWS,-1,0.2113623342831702
5,SWS,0,0.22210889326473526
6,REM,-15,0.21070492442916422
6,REM,-14,0.21171981053692954
6,REM,-13,0.21124277485383525
6,REM,-12,0.21163933175174812
6,REM,-11,0.2100041224197908
6,REM,-10,0.21166394618542297
6,REM,-9,0.2100723918389391
6,REM,-8,0.21129735106868403
6,REM,-7,0.2104894074182662
6,REM,-6,0.2116598583319608
6,REM,-5,0.2108181724945704
6,REM,-4,0.2116458521861779
6,REM,-3,0.21111969739557748
6,REM,-2,0.21045511223606228
6,REM,-1,0.210319384932518
6,REM,0,0.2113170476959032
6,SWS,-15,0.18863566930048933
6,SWS,-14,0.19200149649738246
6,SWS,-13,0.19151643620542258
6,SWS,-12,0.19263212487567216
6,SWS,-11,0.1923459666794625
6,SWS,-10,0.19256647256478457
6,SWS,-9,0.1921856108288102
6,SWS,-8,0.1923533607820037
6,SWS,-7,0.19576458966937557
6,SWS,-6,0.19852457876830176
6,SWS,-5,0.2005331454733711
6,SWS,-4,0.20245872261849315
6,SWS,-3,0.20489491601058138
6,SWS,-2,0.20961116312045447
6,SWS,-1,0.21571419274909448
6,SWS,0,0.2258637735363884
7,REM,-15,0.20834950182367773
7,REM,-14,0.20882626261029924
7,REM,-13,0.20844384141870448
7,REM,-12,0.2080360623566728
7,REM,-11,0.20723568478768523
7,REM,-10,0.20825354754924774
7,REM,-9,0.20740478182280506
7,REM,-8,0.2080173846334219
7,REM,-7,0.20792421958749258
7,REM,-6,0.2088093453032129
7,REM,-5,0.20831566373507182
7,REM,-4,0.20897879098591052
7,REM,-3,0.2088211864592081
7,REM,-2,0.20908327754010858
7,REM,-1,0.2089137573327337
7,REM,0,0.20989924351520398
7,SWS,-15,0.19308443910607667
7,SWS,-14,0.19505618168757513
7,SWS,-13,0.1948788260871714
7,SWS,-12,0.19546047737821937
7,SWS,-11,0.19546902644029562
7,SWS,-10,0.1955588234352394
7,SWS,-9,0.1955176545492071
7,SWS,-8,0.195525784591201
7,SWS,-7,0.1975599806541684
7,SWS,-6,0.19947911679425978
7,SWS,-5,0.2008626538129588
7,SWS,-4,0.2023566102439707
7,SWS,-3,0.20385332769010125
7,SWS,-2,0.20640775918121068
7,SWS,-1,0.21049845052141172
7,SWS,0,0.21616551613538418
8,REM,-15,0.2039271891117096
8,REM,-14,0.20437259035451072
8,REM,-13,0.20408691667221687
8,REM,-12,0.20396599997031062
8,REM,-11,0.2044035978615284
8,REM,-10,0.20393366269443347
8,REM,-9,0.20325323304644338
8,REM,-8,0.2022020114319665
8,REM,-7,0.20368856097024585
8,REM,-6,0.2028862163424492
8,REM,-5,0.20323138316472372
8,REM,-4,0.20356401585434614
8,REM,-3,0.2042793477156076
8,REM,-2,0.2042696010513404
8,REM,-1,0.20460456489984477
8,REM,0,0.20480700987665093
8,SWS,-15,0.18952816822261453
8,SWS,-14,0.19193121154084164
8,SWS,-13,0.19178812058011363
8,SWS,-12,0.1919195760274306
8,SWS,-11,0.19253955500713293
8,SWS,-10,0.19226839781646998
8,SWS,-9,0.1921217374454271
8,SWS,-8,0.19241261434782841
8,SWS,-7,0.19443943711190387
8,SWS,-6,0.1975175750287459
8,SWS,-5,0.19906025272400224
8,SWS,-4,0.20190027803182603
8,SWS,-3,0.20387977458597198
8,SWS,-2,0.20752870412149899
8,SWS,-1,0.21299417965904005
8,SWS,0,0.2211133427994452
9,REM,-15,0.20035697695086985
9,REM,-14,0.20094783689294543
9,REM,-13,0.2000148328574928
9,REM,-12,0.2001327044869724
9,REM,-11,0.19899227944287387
9,REM,-10,0.20042973368064218
9,REM,-9,0.19804530728746345
9,REM,-8,0.19843386832092488
9,REM,-7,0.19795991551308406
9,REM,-6,0.1980413288316306
9,REM,-5,0.1971548346678416
9,REM,-4,0.19763138066781194
9,REM,-3,0.19780101169304676
9,REM,-2,0.19836935093722394
9,REM,-1,0.1981635307893157
9,REM,0,0.19880745286012397
9,SWS,-15,0.19545604260725397
9,SWS,-14,0.19585320761061123
9,SWS,-13,0.19603524769633268
9,SWS,-12,0.19643003027886152
9,SWS,-11,0.1963859838636025
9,SWS,-10,0.19645932243323663
9,SWS,-9,0.19602967759236595
9,SWS,-8,0.1965385396389445
9,SWS,-7,0.19730357577403387
9,SWS,-6,0.1985010774855945
9,SWS,-5,0.1991152046479989
9,SWS,-4,0.19977881623940033
9,SWS,-3,0.20059218415157581
9,SWS,-2,0.2015781901566915
9,SWS,-1,0.20335532276541593
9,SWS,0,0.20559880596411548
10,REM,-15,0.19160766329835444
10,REM,-14,0.1914229393005371
10,REM,-13,0.19129924637240334
10,REM,-12,0.1908408995521696
10,REM,-11,0.19138578630306505
10,REM,-10,0.19102167888827945
10,REM,-9,0.19158255170892785
10,REM,-8,0.1900591892855508
10,REM,-7,0.19120128641998957
10,REM,-6,0.1900400756036534
10,REM,-5,0.19073946456114452
10,REM,-4,0.1898718188075643
10,REM,-3,0.190241839512285
10,REM,-2,0.19101901352405548
10,REM,-1,0.1915345470021878
10,REM,0,0.191878750701161
10,SWS,-15,0.20160676525017926
10,SWS,-14,0.20294458782061553
10,SWS,-13,0.20255532934645976
10,SWS,-12,0.20290263462811708
10,SWS,-11,0.20236712866935178
10,SWS,-10,0.20296202327164126
10,SWS,-9,0.20283269674967455
10,SWS,-8,0.20272855631485107
10,SWS,-7,0.20445812887501444
10,SWS,-6,0.20541913520524846
10,SWS,-5,0.20609578319746463
10,SWS,-4,0.20679190856489268
10,SWS,-3,0.2074519928877916
10,SWS,-2,0.2091907402369338
10,SWS,-1,0.21114975589735802
10,SWS,0,0.21404523523314042
11,REM,-15,0.21174222625353756
11,REM,-14,0.2122012402330126
11,REM,-13,0.21136363172853315
11,REM,-12,0.21103527004781522
11,REM,-11,0.21007774092934348
11,REM,-10,0.2109637522827024
11,REM,-9,0.20953606483009127
11,REM,-8,0.20953736773559026
11,REM,-7,0.21088793944744838
11,REM,-6,0.211068585734157
11,REM,-5,0.21102839608987173
11,REM,-4,0.2115492742312582
11,REM,-3,0.21170016135796008
11,REM,-2,0.2115334300036283
11,REM,-1,0.21149845700711012
11,REM,0,0.2123441965702702
11,SWS,-15,0.19048328293818179
11,SWS,-14,0.1943481898205912
11,SWS,-13,0.19411810678391417
11,SWS,-12,0.19479125505313277
11,SWS,-11,0.19631314007700354
11,SWS,-10,0.19617360179692928
11,SWS,-9,0.1958304157122871
11,SWS,-8,0.19621681474196684
11,SWS,-7,0.19867839647093039
11,SWS,-6,0.2027400796585542
11,SWS,-5,0.20541008128159083
11,SWS,-4,0.20900363197380847
11,SWS,-3,0.21289798865715662
11,SWS,-2,0.2180771520230132
11,SWS,-1,0.22550802910567014
11,SWS,0,0.23791406191961967
12,REM,-15,0.2150409006897141
12,REM,-14,0.21522118023463657
12,REM,-13,0.2146220779096758
12,REM,-12,0.21503237478042903
12,REM,-11,0.21380204944448036
12,REM,-10,0.21407212543746698
12,REM,-9,0.21283808460942022
12,REM,-8,0.21283316878335817
12,REM,-7,0.21315204009177194
